table,state_code,district_code,area_name,total,age_group,total_p,total_m,total_f,never_married_t,never_married_m,never_married_f,curr_married_t,curr_married_m,curr_married_f,widowed_t,widowed_m,widowed_f,separated_t,separated_m,separated_f,divorced_t,divorced_m,divorced_f,unspecified_t,unspecified_m,unspecified_f
C0402,25,0,State - DAMAN & DIU (25),Urban,10-14,10986,5998,4988,10790,5904,4886,181,85,96,9,5,4,6,4,2,0,0,0,0,0,0
C0402,25,0,State - DAMAN & DIU (25),Urban,15-19,19659,14473,5186,17696,13641,4055,1931,816,1115,14,3,11,15,13,2,3,0,3,0,0,0
C0402,25,0,State - DAMAN & DIU (25),Urban,20-24,31560,23808,7752,19240,17332,1908,12225,6420,5805,23,8,15,61,46,15,11,2,9,0,0,0
C0402,25,0,State - DAMAN & DIU (25),Urban,25-29,27056,18628,8428,7508,6720,788,19355,11810,7545,74,19,55,97,72,25,22,7,15,0,0,0
C0402,25,0,State - DAMAN & DIU (25),Urban,30-34,18954,12491,6463,2055,1654,401,16620,10736,5884,138,23,115,89,61,28,52,17,35,0,0,0
C0402,25,0,State - DAMAN & DIU (25),Urban,35-39,14869,9654,5215,900,598,302,13620,8947,4673,209,24,185,101,67,34,39,18,21,0,0,0
C0402,25,0,State - DAMAN & DIU (25),Urban,40-44,10112,6479,3633,404,217,187,9277,6173,3104,334,43,291,64,35,29,33,11,22,0,0,0
C0402,25,0,State - DAMAN & DIU (25),Urban,45-49,6852,4153,2699,213,94,119,6102,3985,2117,462,43,419,40,21,19,35,10,25,0,0,0
C0402,25,0,State - DAMAN & DIU (25),Urban,50-54,4520,2599,1921,136,63,73,3873,2444,1429,460,63,397,29,21,8,22,8,14,0,0,0
C0402,25,0,State - DAMAN & DIU (25),Urban,55-59,3509,1836,1673,95,36,59,2825,1713,1112,562,76,486,11,6,5,16,5,11,0,0,0
C0402,25,0,State - DAMAN & DIU (25),Urban,60-64,2920,1385,1535,93,37,56,2064,1262,802,743,80,663,10,3,7,10,3,7,0,0,0
C0402,25,0,State - DAMAN & DIU (25),Urban,65-69,1883,808,1075,67,30,37,1133,698,435,672,76,596,6,4,2,5,0,5,0,0,0
C0402,25,0,State - DAMAN & DIU (25),Urban,70-74,1428,566,862,45,20,25,774,479,295,600,63,537,6,3,3,3,1,2,0,0,0
C0402,25,0,State - DAMAN & DIU (25),Urban,75-79,753,325,428,14,7,7,375,260,115,361,57,304,2,0,2,1,1,0,0,0,0
C0402,25,0,State - DAMAN & DIU (25),Urban,80+,794,324,470,66,48,18,306,218,88,418,57,361,1,1,0,3,0,3,0,0,0
C0402,25,0,State - DAMAN & DIU (25),Urban,Age not stated,273,205,68,153,129,24,113,76,37,6,0,6,1,0,1,0,0,0,0,0,0
C0402,25,0,State - DAMAN & DIU (25),Urban,Less than 18,45917,25668,20249,45286,25378,19908,599,272,327,17,7,10,15,11,4,0,0,0,0,0,0
C0402,25,0,State - DAMAN & DIU (25),Urban,Less than 21,65086,40714,24372,60961,38872,22089,4063,1808,2255,25,9,16,32,25,7,5,0,5,0,0,0
C0402,26,0,State - DADRA & NAGAR HAVELI (26),Total,All ages,343709,193760,149949,168037,101157,66880,165038,90283,74755,8884,1506,7378,1282,694,588,468,120,348,0,0,0
C0402,26,0,State - DADRA & NAGAR HAVELI (26),Total,0-9,72810,37961,34849,72810,37961,34849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C0402,26,0,State - DADRA & NAGAR HAVELI (26),Total,10-14,35003,18385,16618,34504,18219,16285,477,160,317,6,1,5,13,4,9,3,1,2,0,0,0
C0402,26,0,State - DADRA & NAGAR HAVELI (26),Total,15-19,33104,19979,13125,28838,18778,10060,4198,1176,3022,23,5,18,33,19,14,12,1,11,0,0,0
C0402,26,0,State - DADRA & NAGAR HAVELI (26),Total,20-24,44301,27595,16706,21576,17914,3662,22395,9554,12841,99,23,76,162,90,72,69,14,55,0,0,0
C0402,26,0,State - DADRA & NAGAR HAVELI (26),Total,25-29,39885,23496,16389,7144,6139,1005,32259,17167,15092,174,28,146,223,137,86,85,25,60,0,0,0
C0402,26,0,State - DADRA & NAGAR HAVELI (26),Total,30-34,30641,17957,12684,1530,1184,346,28554,16575,11979,259,43,216,218,131,87,80,24,56,0,0,0
C0402,26,0,State - DADRA & NAGAR HAVELI (26),Total,35-39,25277,14862,10415,514,354,160,24061,14329,9732,449,62,387,172,97,75,81,20,61,0,0,0
C0402,26,0,State - DADRA & NAGAR HAVELI (26),Total,40-44,18181,10554,7627,264,158,106,17142,10246,6896,607,88,519,123,53,70,45,9,36,0,0,0
C0402,26,0,State - DADRA & NAGAR HAVELI (26),Total,45-49,13789,7671,6118,145,86,59,12740,7423,5317,767,103,664,102,50,52,35,9,26,0,0,0
C0402,26,0,State - DADRA & NAGAR HAVELI (26),Total,50-54,9503,5215,4288,103,49,54,8392,4964,3428,895,151,744,93,47,46,20,4,16,0,0,0
C0402,26,0,State - DADRA & NAGAR HAVELI (26),Total,55-59,6951,3526,3425,70,34,36,5899,3321,2578,916,146,770,45,19,26,21,6,15,0,0,0
C0402,26,0,State - DADRA & NAGAR HAVELI (26),Total,60-64,5831,2794,3037,122,56,66,4250,2474,1776,1408,243,1165,45,19,26,6,2,4,0,0,0
C0402,26,0,State - DADRA & NAGAR HAVELI (26),Total,65-69,3716,1755,1961,77,39,38,2433,1483,950,1179,219,960,24,12,12,3,2,1,0,0,0
C0402,26,0,State - DADRA & NAGAR HAVELI (26),Total,70-74,2309,973,1336,39,15,24,1182,766,416,1070,183,887,13,6,7,5,3,2,0,0,0
C0402,26,0,State - DADRA & NAGAR HAVELI (26),Total,75-79,958,394,564,8,5,3,447,285,162,492,96,396,10,8,2,1,0,1,0,0,0
C0402,26,0,State - DADRA & NAGAR HAVELI (26),Total,80+,1078,443,635,88,45,43,451,282,169,532,114,418,6,2,4,1,0,1,0,0,0
C0402,26,0,State - DADRA & NAGAR HAVELI (26),Total,Age not stated,372,200,172,205,121,84,158,78,80,8,1,7,0,0,0,1,0,1,0,0,0
C0402,26,0,State - DADRA & NAGAR HAVELI (26),Total,Less than 18,125208,66099,59109,123554,65638,57916,1602,448,1154,20,3,17,26,9,17,6,1,5,0,0,0
C0402,26,0,State - DADRA & NAGAR HAVELI (26),Total,Less than 21,150828,82572,68256,142345,79914,62431,8327,2607,5720,52,11,41,75,37,38,29,3,26,0,0,0
C0402,26,0,State - DADRA & NAGAR HAVELI (26),Rural,All ages,183114,98305,84809,93890,53361,40529,82326,43538,38788,5757,925,4832,850,413,437,291,68,223,0,0,0
C0402,26,0,State - DADRA & NAGAR HAVELI (26),Rural,0-9,41641,21204,20437,41641,21204,20437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C0402,26,0,State - DADRA & NAGAR HAVELI (26),Rural,10-14,22352,11564,10788,22063,11478,10585,280,83,197,2,1,1,4,1,3,3,1,2,0,0,0
C0402,26,0,State - DADRA & NAGAR HAVELI (26),Rural,15-19,19013,10775,8238,16338,10044,6294,2632,720,1912,13,2,11,21,9,12,9,0,9,0,0,0
C0402,26,0,State - DADRA & NAGAR HAVELI (26),Rural,20-24,21932,13066,8866,9644,7638,2006,12066,5355,6711,64,15,49,106,49,57,52,9,43,0,0,0
C0402,26,0,State - DADRA & NAGAR HAVELI (26),Rural,25-29,17657,10255,7402,2757,2173,584,14605,7978,6627,110,19,91,136,70,66,49,15,34,0,0,0
C0402,26,0,State - DADRA & NAGAR HAVELI (26),Rural,30-34,13100,7322,5778,623,407,216,12138,6804,5334,153,22,131,138,78,60,48,11,37,0,0,0
C0402,26,0,State - DADRA & NAGAR HAVELI (26),Rural,35-39,11438,6209,5229,213,117,96,10815,5992,4823,255,31,224,107,59,48,48,10,38,0,0,0
C0402,26,0,State - DADRA & NAGAR HAVELI (26),Rural,40-44,9353,4938,4415,117,56,61,8736,4786,3950,390,53,337,84,37,47,26,6,20,0,0,0
C0402,26,0,State - DADRA & NAGAR HAVELI (26),Rural,45-49,7831,4059,3772,71,37,34,7180,3919,3261,484,65,419,75,31,44,21,7,14,0,0,0
C0402,26,0,State - DADRA & NAGAR HAVELI (26),Rural,50-54,5728,3014,2714,53,23,30,4991,2847,2144,600,108,492,70,34,36,14,2,12,0,0,0
C0402,26,0,State - DADRA & NAGAR HAVELI (26),Rural,55-59,4211,2036,2175,37,15,22,3541,1917,1624,590,92,498,32,9,23,11,3,8,0,0,0
C0402,26,0,State - DADRA & NAGAR HAVELI (26),Rural,60-64,3716,1690,2026,83,39,44,2631,1475,1156,961,160,801,36,14,22,5,2,3,0,0,0
C0402,26,0,State - DADRA & NAGAR HAVELI (26),Rural,65-69,2361,1067,1294,50,25,25,1469,888,581,820,143,677,21,10,11,1,1,0,0,0,0
C0402,26,0,State - DADRA & NAGAR HAVELI (26),Rural,70-74,1485,587,898,28,10,18,709,450,259,734,120,614,11,6,5,3,1,2,0,0,0
C0402,26,0,State - DADRA & NAGAR HAVELI (26),Rural,75-79,559,208,351,3,1,2,237,153,84,313,49,264,6,5,1,0,0,0,0,0,0
C0402,26,0,State - DADRA & NAGAR HAVELI (26),Rural,80+,517,198,319,41,21,20,210,132,78,263,44,219,3,1,2,0,0,0,0,0,0
C0402,26,0,State - DADRA & NAGAR HAVELI (26),Rural,Age not stated,220,113,107,128,73,55,86,39,47,5,1,4,0,0,0,1,0,1,0,0,0
C0402,26,0,State - DADRA & NAGAR HAVELI (26),Rural,Less than 18,74583,38483,36100,73528,38218,35310,1025,258,767,10,2,8,14,4,10,6,1,5,0,0,0
C0402,26,0,State - DADRA & NAGAR HAVELI (26),Rural,Less than 21,88107,46554,41553,83009,44979,38030,4993,1549,3444,32,7,25,47,17,30,26,2,24,0,0,0
C0402,26,0,State - DADRA & NAGAR HAVELI (26),Urban,All ages,160595,95455,65140,74147,47796,26351,82712,46745,35967,3127,581,2546,432,281,151,177,52,125,0,0,0
C0402,26,0,State - DADRA & NAGAR HAVELI (26),Urban,0-9,31169,16757,14412,31169,16757,14412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C0402,26,0,State - DADRA & NAGAR HAVELI (26),Urban,10-14,12651,6821,5830,12441,6741,5700,197,77,120,4,0,4,9,3,6,0,0,0,0,0,0
C0402,26,0,State - DADRA & NAGAR HAVELI (26),Urban,15-19,14091,9204,4887,12500,8734,3766,1566,456,1110,10,3,7,12,10,2,3,1,2,0,0,0
C0402,26,0,State - DADRA & NAGAR HAVELI (26),Urban,20-24,22369,14529,7840,11932,10276,1656,10329,4199,6130,35,8,27,56,41,15,17,5,12,0,0,0
C0402,26,0,State - DADRA & NAGAR HAVELI (26),Urban,25-29,22228,13241,8987,4387,3966,421,17654,9189,8465,64,9,55,87,67,20,36,10,26,0,0,0
C0402,26,0,State - DADRA & NAGAR HAVELI (26),Urban,30-34,17541,10635,6906,907,777,130,16416,9771,6645,106,21,85,80,53,27,32,13,19,0,0,0
C0402,26,0,State - DADRA & NAGAR HAVELI (26),Urban,35-39,13839,8653,5186,301,237,64,13246,8337,4909,194,31,163,65,38,27,33,10,23,0,0,0
C0402,26,0,State - DADRA & NAGAR HAVELI (26),Urban,40-44,8828,5616,3212,147,102,45,8406,5460,2946,217,35,182,39,16,23,19,3,16,0,0,0
C0402,26,0,State - DADRA & NAGAR HAVELI (26),Urban,45-49,5958,3612,2346,74,49,25,5560,3504,2056,283,38,245,27,19,8,14,2,12,0,0,0
C0402,26,0,State - DADRA & NAGAR HAVELI (26),Urban,50-54,3775,2201,1574,50,26,24,3401,2117,1284,295,43,252,23,13,10,6,2,4,0,0,0
C0402,26,0,State - DADRA & NAGAR HAVELI (26),Urban,55-59,2740,1490,1250,33,19,14,2358,1404,954,326,54,272,13,10,3,10,3,7,0,0,0
C0402,26,0,State - DADRA & NAGAR HAVELI (26),Urban,60-64,2115,1104,1011,39,17,22,1619,999,620,447,83,364,9,5,4,1,0,1,0,0,0
C0402,26,0,State - DADRA & NAGAR HAVELI (26),Urban,65-69,1355,688,667,27,14,13,964,595,369,359,76,283,3,2,1,2,1,1,0,0,0
C0402,26,0,State - DADRA & NAGAR HAVELI (26),Urban,70-74,824,386,438,11,5,6,473,316,157,336,63,273,2,0,2,2,2,0,0,0,0
C0402,26,0,State - DADRA & NAGAR HAVELI (26),Urban,75-79,399,186,213,5,4,1,210,132,78,179,47,132,4,3,1,1,0,1,0,0,0
C0402,26,0,State - DADRA & NAGAR HAVELI (26),Urban,80+,561,245,316,47,24,23,241,150,91,269,70,199,3,1,2,1,0,1,0,0,0
C0402,26,0,State - DADRA & NAGAR HAVELI (26),Urban,Age not stated,152,87,65,77,48,29,72,39,33,3,0,3,0,0,0,0,0,0,0,0,0
C0402,26,0,State - DADRA & NAGAR HAVELI (26),Urban,Less than 18,50625,27616,23009,50026,27420,22606,577,190,387,10,1,9,12,5,7,0,0,0,0,0,0
C0402,26,0,State - DADRA & NAGAR HAVELI (26),Urban,Less than 21,62721,36018,26703,59336,34935,24401,3334,1058,2276,20,4,16,28,20,8,3,1,2,0,0,0
C0402,27,0,State - MAHARASHTRA (27),Total,All ages,112374333,58243056,54131277,48854680,28257463,20597217,57376896,28809352,28567544,5514199,993435,4520764,418776,127298,291478,209782,55508,154274,0,0,0
C0402,27,0,State - MAHARASHTRA (27),Total,0-9,19182680,10117806,9064874,19182680,10117806,9064874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C0402,27,0,State - MAHARASHTRA (27),Total,10-14,10734535,5662261,5072274,10357152,5497871,4859281,348832,152071,196761,17048,6661,10387,9519,4719,4800,1984,939,1045,0,0,0
C0402,27,0,State - MAHARASHTRA (27),Total,15-19,10627267,5710400,4916867,9359684,5422147,3937537,1223312,272363,950949,26875,9392,17483,13069,5404,7665,4327,1094,3233,0,0,0
C0402,27,0,State - MAHARASHTRA (27),Total,20-24,11090966,5845114,5245852,5993453,4353353,1640100,4997959,1465782,3532177,52517,14019,38498,30805,9046,21759,16232,2914,13318,0,0,0
C0402,27,0,State - MAHARASHTRA (27),Total,25-29,10147113,5272560,4874553,2280471,1803361,477110,7696577,3429323,4267254,97488,20764,76724,46121,12888,33233,26456,6224,20232,0,0,0
C0402,27,0,State - MAHARASHTRA (27),Total,30-34,8796307,4536297,4260010,613730,450315,163415,7935097,4033340,3901757,160859,28597,132262,54719,15591,39128,31902,8454,23448,0,0,0
C0402,27,0,State - MAHARASHTRA (27),Total,35-39,8247160,4209434,4037726,242817,153602,89215,7666499,3992879,3673620,244835,36432,208403,59996,17232,42764,33013,9289,23724,0,0,0
C0402,27,0,State - MAHARASHTRA (27),Total,40-44,7196089,3744825,3451264,147228,85247,61981,6639505,3588801,3050704,325402,47024,278378,55171,15888,39283,28783,7865,20918,0,0,0
C0402,27,0,State - MAHARASHTRA (27),Total,45-49,6032454,3116218,2916236,93159,50606,42553,5494218,2992565,2501653,382310,55258,327052,41693,12015,29678,21074,5774,15300,0,0,0
C0402,27,0,State - MAHARASHTRA (27),Total,50-54,4919317,2580991,2338326,72048,37698,34350,4352438,2459619,1892819,447664,70364,377300,32013,9199,22814,15154,4111,11043,0,0,0
C0402,27,0,State - MAHARASHTRA (27),Total,55-59,3885814,1974129,1911685,55402,28321,27081,3345034,1860309,1484725,454897,76389,378508,20791,6356,14435,9690,2754,6936,0,0,0
C0402,27,0,State - MAHARASHTRA (27),Total,60-64,3642480,1716639,1925841,68289,32841,35448,2846083,1563980,1282103,700679,111872,588807,19588,5759,13829,7841,2187,5654,0,0,0
C0402,27,0,State - MAHARASHTRA (27),Total,65-69,3078352,1440238,1638114,69145,35056,34089,2185354,1267502,917852,802604,131365,671239,15565,4831,10734,5684,1484,4200,0,0,0
C0402,27,0,State - MAHARASHTRA (27),Total,70-74,2143136,1039292,1103844,37788,19213,18575,1316315,872304,444011,776226,143110,633116,9459,3643,5816,3348,1022,2326,0,0,0
C0402,27,0,State - MAHARASHTRA (27),Total,75-79,1062773,515431,547342,19468,9665,9803,602045,405492,196553,435691,97967,337724,4052,1835,2217,1517,472,1045,0,0,0
C0402,27,0,State - MAHARASHTRA (27),Total,80+,1180194,542109,638085,73527,41807,31720,532415,357597,174818,568009,140020,427989,4360,2099,2261,1883,586,1297,0,0,0
C0402,27,0,State - MAHARASHTRA (27),Total,Age not stated,407696,219312,188384,188639,118554,70085,195213,95425,99788,21095,4201,16894,1855,793,1062,894,339,555,0,0,0
C0402,27,0,State - MAHARASHTRA (27),Total,Less than 18,36111457,19099619,17011838,35286141,18795175,16490966,772834,283335,489499,32911,11961,20950,15947,7650,8297,3624,1498,2126,0,0,0
C0402,27,0,State - MAHARASHTRA (27),Total,Less than 21,43137007,22831609,20305398,40578752,22191826,18386926,2465463,606435,1859028,55202,19012,36190,28379,11860,16519,9211,2476,6735,0,0,0
C0402,27,0,State - MAHARASHTRA (27),Rural,All ages,61556074,31539034,30017040,26554179,15349679,11204500,31370116,15504482,15865634,3264654,588228,2676426,255237,69921,185316,111888,26724,85164,0,0,0
C0402,27,0,State - MAHARASHTRA (27),Rural,0-9,11068422,5840238,5228184,11068422,5840238,5228184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C0402,27,0,State - MAHARASHTRA (27),Rural,10-14,6256057,3288156,2967901,6051908,3200260,2851648,188258,81136,107122,9762,3793,5969,5127,2499,2628,1002,468,534,0,0,0
C0402,27,0,State - MAHARASHTRA (27),Rural,15-19,5979665,3209224,2770441,5212678,3051212,2161466,741395,149438,591957,15631,5331,10300,7293,2707,4586,2668,536,2132,0,0,0
C0402,27,0,State - MAHARASHTRA (27),Rural,20-24,5764844,3018199,2746645,2776880,2151898,624982,2928604,852288,2076316,30731,7808,22923,18295,4413,13882,10334,1792,8542,0,0,0
C0402,27,0,State - MAHARASHTRA (27),Rural,25-29,5025278,2589352,2435926,848327,725648,122679,4078059,1842229,2235830,57376,11453,45923,26628,6423,20205,14888,3599,11289,0,0,0
C0402,27,0,State - MAHARASHTRA (27),Rural,30-34,4395201,2218757,2176444,190326,147519,42807,4064687,2043947,2020740,92104,15185,76919,31817,7923,23894,16267,4183,12084,0,0,0
C0402,27,0,State - MAHARASHTRA (27),Rural,35-39,4223357,2111275,2112082,70281,44356,25925,3964308,2034359,1929949,136860,19517,117343,35642,8946,26696,16266,4097,12169,0,0,0
C0402,27,0,State - MAHARASHTRA (27),Rural,40-44,3763589,1924940,1838649,45696,26490,19206,3492707,1861117,1631590,177198,25349,151849,33476,8607,24869,14512,3377,11135,0,0,0
C0402,27,0,State - MAHARASHTRA (27),Rural,45-49,3167108,1607153,1559955,29061,15733,13328,2900424,1552683,1347741,201300,29516,171784,25593,6762,18831,10730,2459,8271,0,0,0
C0402,27,0,State - MAHARASHTRA (27),Rural,50-54,2619829,1344947,1274882,23241,12449,10792,2333661,1287488,1046173,235215,38127,197088,20056,5203,14853,7656,1680,5976,0,0,0
C0402,27,0,State - MAHARASHTRA (27),Rural,55-59,2117255,1038978,1078277,18100,9579,8521,1840393,982727,857666,240614,41752,198862,13169,3712,9457,4979,1208,3771,0,0,0
C0402,27,0,State - MAHARASHTRA (27),Rural,60-64,2155343,970755,1184588,28454,13874,14580,1706581,888220,818361,402703,63993,338710,13216,3600,9616,4389,1068,3321,0,0,0
C0402,27,0,State - MAHARASHTRA (27),Rural,65-69,2008912,920144,1088768,31567,16197,15370,1443869,816032,627837,518589,83672,434917,11282,3375,7907,3605,868,2737,0,0,0
C0402,27,0,State - MAHARASHTRA (27),Rural,70-74,1411217,684770,726447,17435,8910,8525,872183,578924,293259,512614,93672,418942,6896,2652,4244,2089,612,1477,0,0,0
C0402,27,0,State - MAHARASHTRA (27),Rural,75-79,664727,324175,340552,8565,4417,4148,384059,258582,125477,268384,59603,208781,2816,1297,1519,903,276,627,0,0,0
C0402,27,0,State - MAHARASHTRA (27),Rural,80+,729341,339248,390093,37233,21358,15875,333886,228987,104899,354203,87155,267048,2916,1422,1494,1103,326,777,0,0,0
C0402,27,0,State - MAHARASHTRA (27),Rural,Age not stated,205929,108723,97206,96005,59541,36464,97042,46325,50717,11370,2302,9068,1015,380,635,497,175,322,0,0,0
C0402,27,0,State - MAHARASHTRA (27),Rural,Less than 18,20887119,11041182,9845937,20425325,10876087,9549238,432148,153507,278641,19106,6832,12274,8628,4015,4613,1912,741,1171,0,0,0
C0402,27,0,State - MAHARASHTRA (27),Rural,Less than 21,24719274,13055273,11664001,23180411,12702766,10477645,1485013,334319,1150694,32291,10850,21441,15946,6054,9892,5613,1284,4329,0,0,0
C0402,27,0,State - MAHARASHTRA (27),Urban,All ages,50818259,26704022,24114237,22300501,12907784,9392717,26006780,13304870,12701910,2249545,405207,1844338,163539,57377,106162,97894,28784,69110,0,0,0
C0402,27,0,State - MAHARASHTRA (27),Urban,0-9,8114258,4277568,3836690,8114258,4277568,3836690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C0402,27,0,State - MAHARASHTRA (27),Urban,10-14,4478478,2374105,2104373,4305244,2297611,2007633,160574,70935,89639,7286,2868,4418,4392,2220,2172,982,471,511,0,0,0
C0402,27,0,State - MAHARASHTRA (27),Urban,15-19,4647602,2501176,2146426,4147006,2370935,1776071,481917,122925,358992,11244,4061,7183,5776,2697,3079,1659,558,1101,0,0,0
C0402,27,0,State - MAHARASHTRA (27),Urban,20-24,5326122,2826915,2499207,3216573,2201455,1015118,2069355,613494,1455861,21786,6211,15575,12510,4633,7877,5898,1122,4776,0,0,0
C0402,27,0,State - MAHARASHTRA (27),Urban,25-29,5121835,2683208,2438627,1432144,1077713,354431,3618518,1587094,2031424,40112,9311,30801,19493,6465,13028,11568,2625,8943,0,0,0
C0402,27,0,State - MAHARASHTRA (27),Urban,30-34,4401106,2317540,2083566,423404,302796,120608,3870410,1989393,1881017,68755,13412,55343,22902,7668,15234,15635,4271,11364,0,0,0
C0402,27,0,State - MAHARASHTRA (27),Urban,35-39,4023803,2098159,1925644,172536,109246,63290,3702191,1958520,1743671,107975,16915,91060,24354,8286,16068,16747,5192,11555,0,0,0
C0402,27,0,State - MAHARASHTRA (27),Urban,40-44,3432500,1819885,1612615,101532,58757,42775,3146798,1727684,1419114,148204,21675,126529,21695,7281,14414,14271,4488,9783,0,0,0
C0402,27,0,State - MAHARASHTRA (27),Urban,45-49,2865346,1509065,1356281,64098,34873,29225,2593794,1439882,1153912,181010,25742,155268,16100,5253,10847,10344,3315,7029,0,0,0
C0402,27,0,State - MAHARASHTRA (27),Urban,50-54,2299488,1236044,1063444,48807,25249,23558,2018777,1172131,846646,212449,32237,180212,11957,3996,7961,7498,2431,5067,0,0,0
C0402,27,0,State - MAHARASHTRA (27),Urban,55-59,1768559,935151,833408,37302,18742,18560,1504641,877582,627059,214283,34637,179646,7622,2644,4978,4711,1546,3165,0,0,0
C0402,27,0,State - MAHARASHTRA (27),Urban,60-64,1487137,745884,741253,39835,18967,20868,1139502,675760,463742,297976,47879,250097,6372,2159,4213,3452,1119,2333,0,0,0
C0402,27,0,State - MAHARASHTRA (27),Urban,65-69,1069440,520094,549346,37578,18859,18719,741485,451470,290015,284015,47693,236322,4283,1456,2827,2079,616,1463,0,0,0
C0402,27,0,State - MAHARASHTRA (27),Urban,70-74,731919,354522,377397,20353,10303,10050,444132,293380,150752,263612,49438,214174,2563,991,1572,1259,410,849,0,0,0
C0402,27,0,State - MAHARASHTRA (27),Urban,75-79,398046,191256,206790,10903,5248,5655,217986,146910,71076,167307,38364,128943,1236,538,698,614,196,418,0,0,0
C0402,27,0,State - MAHARASHTRA (27),Urban,80+,450853,202861,247992,36294,20449,15845,198529,128610,69919,213806,52865,160941,1444,677,767,780,260,520,0,0,0
C0402,27,0,State - MAHARASHTRA (27),Urban,Age not stated,201767,110589,91178,92634,59013,33621,98171,49100,49071,9725,1899,7826,840,413,427,397,164,233,0,0,0
C0402,27,0,State - MAHARASHTRA (27),Urban,Less than 18,15224338,8058437,7165901,14860816,7919088,6941728,340686,129828,210858,13805,5129,8676,7319,3635,3684,1712,757,955,0,0,0
C0402,27,0,State - MAHARASHTRA (27),Urban,Less than 21,18417733,9776336,8641397,17398341,9489060,7909281,980450,272116,708334,22911,8162,14749,12433,5806,6627,3598,1192,2406,0,0,0
C0402,28,0,State - ANDHRA PRADESH (28),Total,All ages,84580777,42442146,42138631,35569606,20152212,15417394,43451300,21399281,22052019,5066315,768834,4297481,407276,102230,305046,86280,19589,66691,0,0,0
C0402,28,0,State - ANDHRA PRADESH (28),Total,0-9,13589197,6996285,6592912,13589197,6996285,6592912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C0402,28,0,State - ANDHRA PRADESH (28),Total,10-14,8201595,4208884,3992711,8046362,4156097,3890265,145227,49315,95912,6345,1873,4472,3125,1373,1752,536,226,310,0,0,0
C0402,28,0,State - ANDHRA PRADESH (28),Total,15-19,8093747,4196307,3897440,7145760,4066429,3079331,926201,125188,801013,12647,2799,9848,7532,1649,5883,1607,242,1365,0,0,0
C0402,28,0,State - ANDHRA PRADESH (28),Total,20-24,8132094,4055697,4076397,4146079,3000491,1145588,3907019,1043534,2863485,42163,6086,36077,29653,4574,25079,7180,1012,6168,0,0,0
C0402,28,0,State - ANDHRA PRADESH (28),Total,25-29,7799036,3809887,3989149,1452352,1173429,278923,6173956,2612004,3561952,106340,12480,93860,53220,9498,43722,13168,2476,10692,0,0,0
C0402,28,0,State - ANDHRA PRADESH (28),Total,30-34,6584371,3300407,3283964,350270,263868,86402,5990253,3002064,2988189,168270,18780,149490,61246,12610,48636,14332,3085,11247,0,0,0
C0402,28,0,State - ANDHRA PRADESH (28),Total,35-39,6507339,3198512,3308827,131110,85333,45777,6043437,3068277,2975160,254754,26802,227952,64174,14886,49288,13864,3214,10650,0,0,0
C0402,28,0,State - ANDHRA PRADESH (28),Total,40-44,5399473,2794398,2605075,72784,44414,28370,4943594,2695611,2247983,317288,37151,280137,54850,14654,40196,10957,2568,8389,0,0,0
C0402,28,0,State - ANDHRA PRADESH (28),Total,45-49,4657269,2374633,2282636,43715,25296,18419,4187305,2287985,1899320,377531,47582,329949,41107,11823,29284,7611,1947,5664,0,0,0
C0402,28,0,State - ANDHRA PRADESH (28),Total,50-54,3657386,1862583,1794803,38522,21639,16883,3130407,1768361,1362046,453343,61967,391376,29860,9181,20679,5254,1435,3819,0,0,0
C0402,28,0,State - ANDHRA PRADESH (28),Total,55-59,2909598,1350539,1559059,28920,15859,13061,2425035,1266120,1158915,434638,62015,372623,17922,5713,12209,3083,832,2251,0,0,0
C0402,28,0,State - ANDHRA PRADESH (28),Total,60-64,3199837,1485764,1714073,38098,18151,19947,2290956,1341879,949077,846941,118315,728626,20387,6507,13880,3455,912,2543,0,0,0
C0402,28,0,State - ANDHRA PRADESH (28),Total,65-69,2167854,1034360,1133494,35045,17566,17479,1424017,901319,522698,695807,110666,585141,11015,4197,6818,1970,612,1358,0,0,0
C0402,28,0,State - ANDHRA PRADESH (28),Total,70-74,1519358,752743,766615,19285,9973,9312,856675,623361,233314,636006,116149,519857,6101,2799,3302,1291,461,830,0,0,0
C0402,28,0,State - ANDHRA PRADESH (28),Total,75-79,636989,307474,329515,7943,4037,3906,339782,242822,96960,286664,59418,227246,2121,1042,1079,479,155,324,0,0,0
C0402,28,0,State - ANDHRA PRADESH (28),Total,80+,754203,325987,428216,33052,19057,13995,329029,225605,103424,389205,80183,309022,2255,980,1275,662,162,500,0,0,0
C0402,28,0,State - ANDHRA PRADESH (28),Total,Age not stated,771431,387686,383745,391112,234288,156824,338407,145836,192571,38373,6568,31805,2708,744,1964,831,250,581,0,0,0
C0402,28,0,State - ANDHRA PRADESH (28),Total,Less than 18,26485403,13671721,12813682,26057104,13562530,12494574,408327,103176,305151,13032,3457,9575,5890,2207,3683,1050,351,699,0,0,0
