table,state_code,district_code,area_name,total,age_group,total_p,total_m,total_f,never_married_t,never_married_m,never_married_f,curr_married_t,curr_married_m,curr_married_f,widowed_t,widowed_m,widowed_f,separated_t,separated_m,separated_f,divorced_t,divorced_m,divorced_f,unspecified_t,unspecified_m,unspecified_f
C0402,21,0,State - ODISHA (21),Total,10-14,4348625,2203535,2145090,4283727,2180366,2103361,59513,21159,38354,3071,1000,2071,1982,868,1114,332,142,190,0,0,0
C0402,21,0,State - ODISHA (21),Total,15-19,3925398,1972684,1952714,3575567,1912942,1662625,339986,56895,283091,5486,1583,3903,3635,1093,2542,724,171,553,0,0,0
C0402,21,0,State - ODISHA (21),Total,20-24,3783527,1870939,1912588,2238095,1490947,747148,1518835,373993,1144842,13340,3197,10143,10676,2388,8288,2581,414,2167,0,0,0
C0402,21,0,State - ODISHA (21),Total,25-29,3574037,1772876,1801161,1019954,786494,233460,2503692,975249,1528443,28838,6339,22499,17152,4062,13090,4401,732,3669,0,0,0
C0402,21,0,State - ODISHA (21),Total,30-34,3102991,1542233,1560758,321431,239253,82178,2708499,1288241,1420258,48270,9216,39054,19437,4603,14834,5354,920,4434,0,0,0
C0402,21,0,State - ODISHA (21),Total,35-39,3051188,1528685,1522503,114634,67400,47234,2831622,1441530,1390092,78052,13387,64665,21090,5350,15740,5790,1018,4772,0,0,0
C0402,21,0,State - ODISHA (21),Total,40-44,2691474,1387920,1303554,60846,29389,31457,2494446,1333475,1160971,111895,19335,92560,19200,4931,14269,5087,790,4297,0,0,0
C0402,21,0,State - ODISHA (21),Total,45-49,2334030,1212366,1121664,36494,16216,20278,2136925,1165744,971181,142162,25928,116234,14774,3861,10913,3675,617,3058,0,0,0
C0402,21,0,State - ODISHA (21),Total,50-54,1847812,957524,890288,22922,9843,13079,1635463,910965,724498,176434,33275,143159,10547,3026,7521,2446,415,2031,0,0,0
C0402,21,0,State - ODISHA (21),Total,55-59,1483720,744291,739429,14793,6578,8215,1281531,698294,583237,179089,36911,142178,6693,2192,4501,1614,316,1298,0,0,0
C0402,21,0,State - ODISHA (21),Total,60-64,1474061,737635,736426,17207,7568,9639,1125961,662679,463282,322118,64481,257637,7086,2583,4503,1689,324,1365,0,0,0
C0402,21,0,State - ODISHA (21),Total,65-69,979525,487849,491676,13164,6201,6963,683856,419664,264192,277571,60001,217570,3996,1791,2205,938,192,746,0,0,0
C0402,21,0,State - ODISHA (21),Total,70-74,768070,380635,387435,8506,3910,4596,446991,305352,141639,308761,69604,239157,2998,1569,1429,814,200,614,0,0,0
C0402,21,0,State - ODISHA (21),Total,75-79,364800,183294,181506,3551,1741,1810,199291,137569,61722,160308,43027,117281,1353,876,477,297,81,216,0,0,0
C0402,21,0,State - ODISHA (21),Total,80+,397992,204857,193135,15553,8733,6820,174060,128047,46013,206307,66853,139454,1648,1117,531,424,107,317,0,0,0
C0402,21,0,State - ODISHA (21),Total,Age not stated,119171,61347,57824,63705,36818,26887,48289,22855,25434,6512,1450,5062,507,184,323,158,40,118,0,0,0
C0402,21,0,State - ODISHA (21),Total,Less than 18,14413106,7338658,7074448,14243239,7290460,6952779,159458,44644,114814,6303,1910,4393,3478,1405,2073,628,239,389,0,0,0
C0402,21,0,State - ODISHA (21),Total,Less than 21,16979851,8609880,8369971,16258179,8472416,7785763,700777,131393,569384,11521,3257,8264,7827,2417,5410,1547,397,1150,0,0,0
C0402,21,0,State - ODISHA (21),Rural,All ages,34970562,17586203,17384359,16282503,8914841,7367662,16768411,8232247,8536164,1768013,398438,1369575,120984,35228,85756,30651,5449,25202,0,0,0
C0402,21,0,State - ODISHA (21),Rural,0-9,6631111,3391082,3240029,6631111,3391082,3240029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C0402,21,0,State - ODISHA (21),Rural,10-14,3705396,1872543,1832853,3651696,1853379,1798317,49236,17507,31729,2566,841,1725,1635,706,929,263,110,153,0,0,0
C0402,21,0,State - ODISHA (21),Rural,15-19,3240171,1616989,1623182,2941384,1566325,1375059,290470,48272,242198,4640,1352,3288,3080,904,2176,597,136,461,0,0,0
C0402,21,0,State - ODISHA (21),Rural,20-24,3078847,1513663,1565184,1762697,1185245,577452,1293518,323250,970268,11251,2721,8530,9190,2095,7095,2191,352,1839,0,0,0
C0402,21,0,State - ODISHA (21),Rural,25-29,2918990,1446384,1472606,779617,605068,174549,2096717,831577,1265140,24237,5464,18773,14673,3635,11038,3746,640,3106,0,0,0
C0402,21,0,State - ODISHA (21),Rural,30-34,2520189,1247203,1272986,234270,172096,62174,2224958,1062471,1162487,40132,7871,32261,16307,3974,12333,4522,791,3731,0,0,0
C0402,21,0,State - ODISHA (21),Rural,35-39,2487391,1242592,1244799,83834,46693,37141,2316566,1178915,1137651,64557,11536,53021,17626,4597,13029,4808,851,3957,0,0,0
C0402,21,0,State - ODISHA (21),Rural,40-44,2196313,1126384,1069929,45628,20580,25048,2037924,1084254,953670,92546,16726,75820,15974,4183,11791,4241,641,3600,0,0,0
C0402,21,0,State - ODISHA (21),Rural,45-49,1905599,982737,922862,27279,11452,15827,1745701,945020,800681,117078,22409,94669,12441,3342,9099,3100,514,2586,0,0,0
C0402,21,0,State - ODISHA (21),Rural,50-54,1516062,776529,739533,17064,6983,10081,1341892,737884,604008,146132,28702,117430,8922,2618,6304,2052,342,1710,0,0,0
C0402,21,0,State - ODISHA (21),Rural,55-59,1235630,607411,628219,11072,4853,6219,1067748,568581,499167,149733,31789,117944,5717,1919,3798,1360,269,1091,0,0,0
C0402,21,0,State - ODISHA (21),Rural,60-64,1269444,630692,638752,13644,5888,7756,968597,565150,403447,279513,57054,222459,6229,2324,3905,1461,276,1185,0,0,0
C0402,21,0,State - ODISHA (21),Rural,65-69,851670,421279,430391,10476,4883,5593,592324,361194,231130,244496,53421,191075,3538,1616,1922,836,165,671,0,0,0
C0402,21,0,State - ODISHA (21),Rural,70-74,666519,329265,337254,6751,3071,3680,385899,263041,122858,270510,61585,208925,2649,1401,1248,710,167,543,0,0,0
C0402,21,0,State - ODISHA (21),Rural,75-79,314077,157552,156525,2802,1358,1444,171135,117762,53373,138719,37594,101125,1151,763,388,270,75,195,0,0,0
C0402,21,0,State - ODISHA (21),Rural,80+,337943,175428,162515,12103,6797,5306,147679,109427,38252,176369,58122,118247,1434,995,439,358,87,271,0,0,0
C0402,21,0,State - ODISHA (21),Rural,Age not stated,95210,48470,46740,51075,29088,21987,38047,17942,20105,5534,1251,4283,418,156,262,136,33,103,0,0,0
C0402,21,0,State - ODISHA (21),Rural,Less than 18,12280782,6232758,6048024,12139729,6192872,5946857,132387,36944,95443,5310,1626,3684,2862,1136,1726,494,180,314,0,0,0
C0402,21,0,State - ODISHA (21),Rural,Less than 21,14384406,7265852,7118554,13767065,7148832,6618233,599668,111918,487750,9742,2776,6966,6642,2006,4636,1289,320,969,0,0,0
C0402,21,0,State - ODISHA (21),Urban,All ages,7003656,3625933,3377723,3255443,1853024,1402419,3420549,1709464,1711085,300201,57149,243052,21790,5266,16524,5673,1030,4643,0,0,0
C0402,21,0,State - ODISHA (21),Urban,0-9,1096686,572384,524302,1096686,572384,524302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C0402,21,0,State - ODISHA (21),Urban,10-14,643229,330992,312237,632031,326987,305044,10277,3652,6625,505,159,346,347,162,185,69,32,37,0,0,0
C0402,21,0,State - ODISHA (21),Urban,15-19,685227,355695,329532,634183,346617,287566,49516,8623,40893,846,231,615,555,189,366,127,35,92,0,0,0
C0402,21,0,State - ODISHA (21),Urban,20-24,704680,357276,347404,475398,305702,169696,225317,50743,174574,2089,476,1613,1486,293,1193,390,62,328,0,0,0
C0402,21,0,State - ODISHA (21),Urban,25-29,655047,326492,328555,240337,181426,58911,406975,143672,263303,4601,875,3726,2479,427,2052,655,92,563,0,0,0
C0402,21,0,State - ODISHA (21),Urban,30-34,582802,295030,287772,87161,67157,20004,483541,225770,257771,8138,1345,6793,3130,629,2501,832,129,703,0,0,0
C0402,21,0,State - ODISHA (21),Urban,35-39,563797,286093,277704,30800,20707,10093,515056,262615,252441,13495,1851,11644,3464,753,2711,982,167,815,0,0,0
C0402,21,0,State - ODISHA (21),Urban,40-44,495161,261536,233625,15218,8809,6409,456522,249221,207301,19349,2609,16740,3226,748,2478,846,149,697,0,0,0
C0402,21,0,State - ODISHA (21),Urban,45-49,428431,229629,198802,9215,4764,4451,391224,220724,170500,25084,3519,21565,2333,519,1814,575,103,472,0,0,0
C0402,21,0,State - ODISHA (21),Urban,50-54,331750,180995,150755,5858,2860,2998,293571,173081,120490,30302,4573,25729,1625,408,1217,394,73,321,0,0,0
C0402,21,0,State - ODISHA (21),Urban,55-59,248090,136880,111210,3721,1725,1996,213783,129713,84070,29356,5122,24234,976,273,703,254,47,207,0,0,0
C0402,21,0,State - ODISHA (21),Urban,60-64,204617,106943,97674,3563,1680,1883,157364,97529,59835,42605,7427,35178,857,259,598,228,48,180,0,0,0
C0402,21,0,State - ODISHA (21),Urban,65-69,127855,66570,61285,2688,1318,1370,91532,58470,33062,33075,6580,26495,458,175,283,102,27,75,0,0,0
C0402,21,0,State - ODISHA (21),Urban,70-74,101551,51370,50181,1755,839,916,61092,42311,18781,38251,8019,30232,349,168,181,104,33,71,0,0,0
C0402,21,0,State - ODISHA (21),Urban,75-79,50723,25742,24981,749,383,366,28156,19807,8349,21589,5433,16156,202,113,89,27,6,21,0,0,0
C0402,21,0,State - ODISHA (21),Urban,80+,60049,29429,30620,3450,1936,1514,26381,18620,7761,29938,8731,21207,214,122,92,66,20,46,0,0,0
C0402,21,0,State - ODISHA (21),Urban,Age not stated,23961,12877,11084,12630,7730,4900,10242,4913,5329,978,199,779,89,28,61,22,7,15,0,0,0
C0402,21,0,State - ODISHA (21),Urban,Less than 18,2132324,1105900,1026424,2103510,1097588,1005922,27071,7700,19371,993,284,709,616,269,347,134,59,75,0,0,0
C0402,21,0,State - ODISHA (21),Urban,Less than 21,2595445,1344028,1251417,2491114,1323584,1167530,101109,19475,81634,1779,481,1298,1185,411,774,258,77,181,0,0,0
C0402,22,0,State - CHHATTISGARH (22),Total,All ages,25545198,12832895,12712303,12195213,6572982,5622231,11901082,5917409,5983673,1261803,288016,973787,146221,44480,101741,40879,10008,30871,0,0,0
C0402,22,0,State - CHHATTISGARH (22),Total,0-9,5299823,2691049,2608774,5299823,2691049,2608774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C0402,22,0,State - CHHATTISGARH (22),Total,10-14,2884013,1461185,1422828,2843593,1445137,1398456,37629,14901,22728,1565,587,978,1072,503,569,154,57,97,0,0,0
C0402,22,0,State - CHHATTISGARH (22),Total,15-19,2599842,1319451,1280391,2369252,1275123,1094129,222972,42173,180799,3770,1173,2597,3211,857,2354,637,125,512,0,0,0
C0402,22,0,State - CHHATTISGARH (22),Total,20-24,2389497,1193378,1196119,1129594,776729,352865,1229558,408253,821305,11143,3378,7765,15084,4209,10875,4118,809,3309,0,0,0
C0402,22,0,State - CHHATTISGARH (22),Total,25-29,2057300,1049238,1008062,332092,248259,83833,1676739,786535,890204,22163,6520,15643,20143,6385,13758,6163,1539,4624,0,0,0
C0402,22,0,State - CHHATTISGARH (22),Total,30-34,1815058,898023,917035,92147,63830,28317,1662069,818077,843992,34104,8401,25703,20343,6074,14269,6395,1641,4754,0,0,0
C0402,22,0,State - CHHATTISGARH (22),Total,35-39,1779414,891265,888149,36853,22537,14316,1657072,848315,808757,56789,12316,44473,21945,6482,15463,6755,1615,5140,0,0,0
C0402,22,0,State - CHHATTISGARH (22),Total,40-44,1576553,796402,780151,20083,11432,8651,1454378,761632,692746,77604,16548,61056,19047,5480,13567,5441,1310,4131,0,0,0
C0402,22,0,State - CHHATTISGARH (22),Total,45-49,1334374,692974,641400,11610,6301,5309,1203696,659634,544062,100411,21775,78636,14619,4265,10354,4038,999,3039,0,0,0
C0402,22,0,State - CHHATTISGARH (22),Total,50-54,992947,510326,482621,7065,3779,3286,859737,477962,381775,113356,24921,88435,10257,3070,7187,2532,594,1938,0,0,0
C0402,22,0,State - CHHATTISGARH (22),Total,55-59,789353,389338,400015,4799,2527,2272,657505,357537,299968,119002,26712,92290,6483,2098,4385,1564,464,1100,0,0,0
C0402,22,0,State - CHHATTISGARH (22),Total,60-64,743742,348956,394786,9469,4817,4652,534379,302970,231409,192167,38772,153395,6351,2040,4311,1376,357,1019,0,0,0
C0402,22,0,State - CHHATTISGARH (22),Total,65-69,533810,244336,289474,10016,5195,4821,340110,199431,140679,179208,38122,141086,3691,1351,2340,785,237,548,0,0,0
C0402,22,0,State - CHHATTISGARH (22),Total,70-74,373000,174249,198751,3603,1915,1688,198210,132743,65467,168488,38563,129925,2237,901,1336,462,127,335,0,0,0
C0402,22,0,State - CHHATTISGARH (22),Total,75-79,166578,75545,91033,1414,722,692,84011,53466,30545,80153,20936,59217,820,372,448,180,49,131,0,0,0
C0402,22,0,State - CHHATTISGARH (22),Total,80+,186779,85073,101706,10516,5864,4652,74497,49750,24747,100747,29036,71711,786,350,436,233,73,160,0,0,0
C0402,22,0,State - CHHATTISGARH (22),Total,Age not stated,23115,12107,11008,13284,7766,5518,8520,4030,4490,1133,256,877,132,43,89,46,12,34,0,0,0
C0402,22,0,State - CHHATTISGARH (22),Total,Less than 18,9748437,4946932,4801505,9647852,4913850,4734002,94374,30851,63523,3755,1242,2513,2121,874,1247,335,115,220,0,0,0
C0402,22,0,State - CHHATTISGARH (22),Total,Less than 21,11381104,5762808,5618296,10891206,5655992,5235214,473830,102176,371654,7412,2357,5055,7153,1989,5164,1503,294,1209,0,0,0
C0402,22,0,State - CHHATTISGARH (22),Rural,All ages,19607961,9797426,9810535,9365732,5003895,4361837,9094630,4510018,4584612,1002537,238997,763540,113856,36643,77213,31206,7873,23333,0,0,0
C0402,22,0,State - CHHATTISGARH (22),Rural,0-9,4234124,2140591,2093533,4234124,2140591,2093533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C0402,22,0,State - CHHATTISGARH (22),Rural,10-14,2289627,1155074,1134553,2258482,1142723,1115759,28994,11464,17530,1239,474,765,808,372,436,104,41,63,0,0,0
C0402,22,0,State - CHHATTISGARH (22),Rural,15-19,1998051,1009334,988717,1809448,973033,836415,182479,34576,147903,2975,937,2038,2642,692,1950,507,96,411,0,0,0
C0402,22,0,State - CHHATTISGARH (22),Rural,20-24,1773929,885162,888767,756186,535029,221157,992601,342833,649768,9008,2906,6102,12682,3686,8996,3452,708,2744,0,0,0
C0402,22,0,State - CHHATTISGARH (22),Rural,25-29,1508182,770527,737655,183528,139126,44402,1286180,619300,666880,17443,5412,12031,16196,5379,10817,4835,1310,3525,0,0,0
C0402,22,0,State - CHHATTISGARH (22),Rural,30-34,1340001,656456,683545,47770,31765,16005,1245037,611501,633536,26652,6931,19721,15702,4961,10741,4840,1298,3542,0,0,0
C0402,22,0,State - CHHATTISGARH (22),Rural,35-39,1329416,663342,666074,20006,11361,8645,1243716,635322,608394,43989,10222,33767,16749,5246,11503,4956,1191,3765,0,0,0
C0402,22,0,State - CHHATTISGARH (22),Rural,40-44,1179152,590214,588938,11167,5973,5194,1089829,565040,524789,59812,13848,45964,14305,4369,9936,4039,984,3055,0,0,0
C0402,22,0,State - CHHATTISGARH (22),Rural,45-49,998323,516444,481879,6376,3385,2991,900492,490532,409960,77539,18359,59180,10928,3432,7496,2988,736,2252,0,0,0
C0402,22,0,State - CHHATTISGARH (22),Rural,50-54,741578,376646,364932,3876,2100,1776,640388,350750,289638,87779,20848,66931,7650,2494,5156,1885,454,1431,0,0,0
C0402,22,0,State - CHHATTISGARH (22),Rural,55-59,603044,290945,312099,2611,1393,1218,501486,265456,236030,92761,22024,70737,5021,1716,3305,1165,356,809,0,0,0
C0402,22,0,State - CHHATTISGARH (22),Rural,60-64,588321,273504,314817,6376,3267,3109,421426,235760,185666,154458,32449,122009,4992,1733,3259,1069,295,774,0,0,0
C0402,22,0,State - CHHATTISGARH (22),Rural,65-69,429402,195192,234210,6757,3535,3222,272643,158369,114274,146373,31946,114427,2998,1153,1845,631,189,442,0,0,0
C0402,22,0,State - CHHATTISGARH (22),Rural,70-74,299448,139047,160401,2308,1224,1084,157786,105094,52692,137191,31856,105335,1788,763,1025,375,110,265,0,0,0
C0402,22,0,State - CHHATTISGARH (22),Rural,75-79,132135,58945,73190,896,456,440,66591,41431,25160,63828,16700,47128,675,317,358,145,41,104,0,0,0
C0402,22,0,State - CHHATTISGARH (22),Rural,80+,149241,68761,80480,7510,4166,3344,60209,40344,19865,80711,23894,56817,628,298,330,183,59,124,0,0,0
C0402,22,0,State - CHHATTISGARH (22),Rural,Age not stated,13987,7242,6745,8311,4768,3543,4773,2246,2527,779,191,588,92,32,60,32,5,27,0,0,0
C0402,22,0,State - CHHATTISGARH (22),Rural,Less than 18,7734691,3908245,3826446,7655983,3882496,3773487,73888,24030,49858,2955,986,1969,1629,653,976,236,80,156,0,0,0
C0402,22,0,State - CHHATTISGARH (22),Rural,Less than 21,8974708,4524508,4450200,8574939,4436375,4138564,386768,84364,302404,5906,1916,3990,5881,1621,4260,1214,232,982,0,0,0
C0402,22,0,State - CHHATTISGARH (22),Urban,All ages,5937237,3035469,2901768,2829481,1569087,1260394,2806452,1407391,1399061,259266,49019,210247,32365,7837,24528,9673,2135,7538,0,0,0
C0402,22,0,State - CHHATTISGARH (22),Urban,0-9,1065699,550458,515241,1065699,550458,515241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C0402,22,0,State - CHHATTISGARH (22),Urban,10-14,594386,306111,288275,585111,302414,282697,8635,3437,5198,326,113,213,264,131,133,50,16,34,0,0,0
C0402,22,0,State - CHHATTISGARH (22),Urban,15-19,601791,310117,291674,559804,302090,257714,40493,7597,32896,795,236,559,569,165,404,130,29,101,0,0,0
C0402,22,0,State - CHHATTISGARH (22),Urban,20-24,615568,308216,307352,373408,241700,131708,236957,65420,171537,2135,472,1663,2402,523,1879,666,101,565,0,0,0
C0402,22,0,State - CHHATTISGARH (22),Urban,25-29,549118,278711,270407,148564,109133,39431,390559,167235,223324,4720,1108,3612,3947,1006,2941,1328,229,1099,0,0,0
C0402,22,0,State - CHHATTISGARH (22),Urban,30-34,475057,241567,233490,44377,32065,12312,417032,206576,210456,7452,1470,5982,4641,1113,3528,1555,343,1212,0,0,0
C0402,22,0,State - CHHATTISGARH (22),Urban,35-39,449998,227923,222075,16847,11176,5671,413356,212993,200363,12800,2094,10706,5196,1236,3960,1799,424,1375,0,0,0
C0402,22,0,State - CHHATTISGARH (22),Urban,40-44,397401,206188,191213,8916,5459,3457,364549,196592,167957,17792,2700,15092,4742,1111,3631,1402,326,1076,0,0,0
C0402,22,0,State - CHHATTISGARH (22),Urban,45-49,336051,176530,159521,5234,2916,2318,303204,169102,134102,22872,3416,19456,3691,833,2858,1050,263,787,0,0,0
C0402,22,0,State - CHHATTISGARH (22),Urban,50-54,251369,133680,117689,3189,1679,1510,219349,127212,92137,25577,4073,21504,2607,576,2031,647,140,507,0,0,0
C0402,22,0,State - CHHATTISGARH (22),Urban,55-59,186309,98393,87916,2188,1134,1054,156019,92081,63938,26241,4688,21553,1462,382,1080,399,108,291,0,0,0
C0402,22,0,State - CHHATTISGARH (22),Urban,60-64,155421,75452,79969,3093,1550,1543,112953,67210,45743,37709,6323,31386,1359,307,1052,307,62,245,0,0,0
C0402,22,0,State - CHHATTISGARH (22),Urban,65-69,104408,49144,55264,3259,1660,1599,67467,41062,26405,32835,6176,26659,693,198,495,154,48,106,0,0,0
C0402,22,0,State - CHHATTISGARH (22),Urban,70-74,73552,35202,38350,1295,691,604,40424,27649,12775,31297,6707,24590,449,138,311,87,17,70,0,0,0
C0402,22,0,State - CHHATTISGARH (22),Urban,75-79,34443,16600,17843,518,266,252,17420,12035,5385,16325,4236,12089,145,55,90,35,8,27,0,0,0
C0402,22,0,State - CHHATTISGARH (22),Urban,80+,37538,16312,21226,3006,1698,1308,14288,9406,4882,20036,5142,14894,158,52,106,50,14,36,0,0,0
C0402,22,0,State - CHHATTISGARH (22),Urban,Age not stated,9128,4865,4263,4973,2998,1975,3747,1784,1963,354,65,289,40,11,29,14,7,7,0,0,0
C0402,22,0,State - CHHATTISGARH (22),Urban,Less than 18,2013746,1038687,975059,1991869,1031354,960515,20486,6821,13665,800,256,544,492,221,271,99,35,64,0,0,0
C0402,22,0,State - CHHATTISGARH (22),Urban,Less than 21,2406396,1238300,1168096,2316267,1219617,1096650,87062,17812,69250,1506,441,1065,1272,368,904,289,62,227,0,0,0
C0402,23,0,State - MADHYA PRADESH (23),Total,All ages,72626809,37612306,35014503,35054386,19636756,15417630,34292915,17031815,17261100,2987056,826447,2160609,222289,91397,130892,70163,25891,44272,0,0,0
C0402,23,0,State - MADHYA PRADESH (23),Total,0-9,15737741,8183940,7553801,15737741,8183940,7553801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C0402,23,0,State - MADHYA PRADESH (23),Total,10-14,8564501,4439329,4125172,8364995,4358420,4006575,188846,76199,112647,6358,2579,3779,3659,1809,1850,643,322,321,0,0,0
C0402,23,0,State - MADHYA PRADESH (23),Total,15-19,7446789,3980072,3466717,6453124,3728142,2724982,972597,244086,728511,12635,4830,7805,6785,2499,4286,1648,515,1133,0,0,0
C0402,23,0,State - MADHYA PRADESH (23),Total,20-24,6727579,3554088,3173491,2868910,2093914,774996,3797085,1436809,2360276,30782,12501,18281,23735,8582,15153,7067,2282,4785,0,0,0
C0402,23,0,State - MADHYA PRADESH (23),Total,25-29,5787506,2988325,2799181,870098,701105,168993,4821726,2249709,2572017,54491,21539,32952,30820,12140,18680,10371,3832,6539,0,0,0
C0402,23,0,State - MADHYA PRADESH (23),Total,30-34,5214960,2650705,2564255,266992,218125,48867,4820146,2385326,2434820,84109,29909,54200,32576,13153,19423,11137,4192,6945,0,0,0
C0402,23,0,State - MADHYA PRADESH (23),Total,35-39,4861671,2493464,2368207,116371,93115,23256,4571730,2341126,2230604,129599,41436,88163,33077,13672,19405,10894,4115,6779,0,0,0
C0402,23,0,State - MADHYA PRADESH (23),Total,40-44,4214474,2193888,2020586,69901,55471,14430,3927833,2069346,1858487,179054,53773,125281,28663,11966,16697,9023,3332,5691,0,0,0
C0402,23,0,State - MADHYA PRADESH (23),Total,45-49,3522961,1838798,1684163,44113,34339,9774,3237833,1731753,1506080,213441,61433,152008,21041,8759,12282,6533,2514,4019,0,0,0
